30,1,348,321,573,589,0.87,1,1,1
30,2,5,574,191,638,0.72,1,1,1
30,4,1456,295,641,396,0.51,1,1,1
31,1,349,327,583,591,0.87,1,1,1
31,2,5,573,191,635,0.72,1,1,1
31,4,1447,295,638,395,0.45,1,1,1
32,1,357,337,588,588,0.88,1,1,1
32,2,4,571,192,635,0.74,1,1,1
32,4,1449,294,633,393,0.32,1,1,1
33,1,362,350,592,581,0.89,1,1,1
33,2,3,570,192,635,0.77,1,1,1
33,4,1452,298,625,388,0.37,1,1,1
34,1,361,354,599,578,0.89,1,1,1
34,2,3,569,193,635,0.78,1,1,1
34,4,1454,299,621,387,0.32,1,1,1
35,1,369,364,601,569,0.88,1,1,1
35,2,2,571,194,637,0.74,1,1,1
36,1,380,366,606,564,0.89,1,1,1
36,2,3,571,195,638,0.74,1,1,1
37,1,396,374,603,551,0.91,1,1,1
37,2,6,568,199,644,0.78,1,1,1
38,1,401,374,610,548,0.90,1,1,1
38,2,8,569,201,642,0.81,1,1,1
39,1,409,379,611,540,0.90,1,1,1
39,2,0,568,202,650,0.80,1,1,1
40,1,409,380,617,538,0.90,1,1,1
40,2,0,568,199,653,0.80,1,1,1
41,1,415,386,615,527,0.91,1,1,1
41,2,0,566,195,652,0.82,1,1,1
42,1,421,394,611,513,0.91,1,1,1
42,2,0,565,196,651,0.82,1,1,1
43,1,423,398,618,509,0.92,1,1,1
43,2,0,566,196,650,0.83,1,1,1
44,1,424,405,628,509,0.92,1,1,1
44,2,0,565,199,659,0.70,1,1,1
45,1,424,412,638,510,0.91,1,1,1
45,2,0,566,199,662,0.65,1,1,1
46,1,421,414,648,510,0.91,1,1,1
46,2,0,566,199,664,0.62,1,1,1
47,1,421,419,657,510,0.91,1,1,1
47,2,0,566,198,666,0.64,1,1,1
48,1,419,421,668,513,0.90,1,1,1
48,2,2,571,202,663,0.55,1,1,1
49,1,428,432,664,503,0.89,1,1,1
49,2,5,578,200,654,0.49,1,1,1
50,1,438,443,665,495,0.89,1,1,1
50,2,8,584,200,646,0.67,1,1,1
51,1,453,457,652,477,0.89,1,1,1
51,2,6,582,203,653,0.57,1,1,1
51,4,1426,295,636,396,0.41,1,1,1
52,1,455,461,654,471,0.89,1,1,1
52,2,5,581,205,656,0.56,1,1,1
52,4,1425,295,637,396,0.39,1,1,1
53,1,470,467,643,453,0.91,1,1,1
53,2,0,578,205,663,0.39,1,1,1
53,4,1459,294,621,394,0.81,1,1,1
54,1,477,471,641,444,0.90,1,1,1
54,2,1,573,206,661,0.66,1,1,1
54,4,1487,294,608,393,0.82,1,1,1
55,1,486,483,649,441,0.88,1,1,1
55,2,1,579,204,653,0.65,1,1,1
55,4,1508,293,595,390,0.70,1,1,1
56,1,486,494,660,440,0.88,1,1,1
56,2,2,581,205,652,0.58,1,1,1
56,4,1514,292,589,391,0.62,1,1,1
57,1,487,504,667,438,0.87,1,1,1
57,2,4,578,207,657,0.72,1,1,1
57,4,1512,292,583,393,0.75,1,1,1
58,1,484,507,676,437,0.87,1,1,1
58,2,3,576,209,660,0.71,1,1,1
58,4,1513,293,576,393,0.75,1,1,1
59,1,501,520,677,432,0.84,1,1,1
59,2,0,574,207,662,0.56,1,1,1
59,4,1519,293,569,392,0.73,1,1,1
60,1,519,550,652,405,0.83,1,1,1
60,2,0,571,201,663,0.51,1,1,1
60,4,1522,293,560,389,0.74,1,1,1
61,1,515,530,692,427,0.88,1,1,1
61,2,0,571,199,649,0.88,1,1,1
61,4,1523,292,554,390,0.92,1,1,1
62,1,513,521,708,434,0.88,1,1,1
62,2,0,571,198,642,0.89,1,1,1
62,4,1525,292,549,390,0.92,1,1,1
62,5,1932,824,400,473,0.89,1,1,1
62,6,0,36,337,612,0.89,1,1,1
62,7,2018,345,339,159,0.87,1,1,1
62,8,2199,694,204,486,0.84,1,1,1
62,9,1818,1083,412,193,0.56,1,1,1
62,10,1942,1086,286,183,0.48,1,1,1
63,1,519,522,710,431,0.88,1,1,1
63,2,0,570,200,641,0.88,1,1,1
63,4,1528,292,544,390,0.92,1,1,1
63,5,1929,823,401,474,0.89,1,1,1
63,6,0,36,339,615,0.89,1,1,1
63,7,2016,344,342,160,0.87,1,1,1
63,8,2199,694,204,486,0.84,1,1,1
63,9,1815,1082,418,197,0.56,1,1,1
63,10,1941,1086,289,185,0.46,1,1,1
64,1,519,522,715,430,0.88,1,1,1
64,2,1,570,200,640,0.88,1,1,1
64,4,1530,292,540,390,0.92,1,1,1
64,5,1928,823,402,475,0.89,1,1,1
64,6,0,36,339,615,0.89,1,1,1
64,7,2015,343,342,161,0.87,1,1,1
64,8,2199,694,204,486,0.83,1,1,1
64,9,1814,1082,421,198,0.56,1,1,1
64,10,1941,1086,290,185,0.45,1,1,1
65,1,529,526,709,422,0.87,1,1,1
65,2,4,569,200,636,0.88,1,1,1
65,4,1532,291,536,391,0.92,1,1,1
65,5,1927,822,403,476,0.89,1,1,1
65,6,0,37,340,614,0.89,1,1,1
65,7,2014,343,342,161,0.87,1,1,1
65,8,2199,693,204,486,0.83,1,1,1
65,9,1816,1082,418,197,0.57,1,1,1
65,10,1945,1086,286,183,0.48,1,1,1
66,1,542,530,702,413,0.85,1,1,1
66,2,5,568,201,635,0.88,1,1,1
66,4,1535,290,533,392,0.92,1,1,1
66,5,1925,823,404,475,0.89,1,1,1
66,6,3,37,333,600,0.88,1,1,1
66,7,2012,343,342,161,0.87,1,1,1
66,8,2199,693,204,486,0.83,1,1,1
66,9,1818,1082,413,195,0.56,1,1,1
66,10,1946,1087,283,181,0.48,1,1,1
67,1,557,540,688,398,0.85,1,1,1
67,2,5,569,202,634,0.88,1,1,1
67,4,1536,290,530,392,0.92,1,1,1
67,5,1926,823,404,475,0.89,1,1,1
67,6,2,36,335,605,0.89,1,1,1
67,7,2010,342,345,162,0.87,1,1,1
67,8,2199,693,204,486,0.83,1,1,1
67,9,1821,1082,407,192,0.56,1,1,1
67,10,1947,1087,280,179,0.48,1,1,1
68,1,569,545,674,383,0.89,1,1,1
68,2,4,570,202,633,0.88,1,1,1
68,4,1537,292,524,390,0.92,1,1,1
68,5,1925,825,404,473,0.89,1,1,1
68,6,1,35,336,607,0.89,1,1,1
68,7,2009,341,347,163,0.87,1,1,1
68,8,2199,692,203,485,0.83,1,1,1
68,9,1806,1076,441,209,0.57,1,1,1
68,10,1941,1086,286,183,0.41,1,1,1
69,1,577,550,668,373,0.88,1,1,1
69,2,2,572,204,636,0.88,1,1,1
69,4,1538,293,520,389,0.92,1,1,1
69,5,1927,826,404,472,0.89,1,1,1
69,6,1,35,338,609,0.89,1,1,1
69,7,2008,341,348,163,0.88,1,1,1
69,8,2200,694,200,476,0.83,1,1,1
69,9,1804,1075,448,214,0.61,1,1,1
69,10,1945,1086,285,183,0.38,1,1,1
70,1,576,552,673,369,0.88,1,1,1
70,2,2,571,204,635,0.88,1,1,1
70,4,1539,293,517,388,0.92,1,1,1
70,5,1927,827,405,471,0.89,1,1,1
70,6,1,35,338,609,0.89,1,1,1
70,7,2007,341,349,163,0.88,1,1,1
70,8,2201,694,198,473,0.83,1,1,1
70,9,1804,1074,448,216,0.61,1,1,1
70,10,1946,1086,285,182,0.38,1,1,1
71,1,575,547,682,369,0.88,1,1,1
71,2,1,571,205,639,0.88,1,1,1
71,4,1539,294,514,387,0.92,1,1,1
71,5,1929,828,405,469,0.90,1,1,1
71,6,0,35,339,610,0.88,1,1,1
71,7,2007,340,350,164,0.88,1,1,1
71,8,2201,695,198,472,0.83,1,1,1
71,9,1806,1074,444,215,0.67,1,1,1
72,1,595,556,672,357,0.86,1,1,1
72,2,0,567,204,644,0.88,1,1,1
72,4,1540,295,511,386,0.92,1,1,1
72,5,1930,828,405,467,0.90,1,1,1
72,6,0,34,340,611,0.89,1,1,1
72,7,2007,340,350,164,0.88,1,1,1
72,8,2201,695,198,471,0.83,1,1,1
72,9,1807,1074,443,216,0.75,1,1,1
73,1,602,555,680,355,0.85,1,1,1
73,2,0,565,201,647,0.89,1,1,1
73,4,1541,296,510,385,0.92,1,1,1
73,5,1926,829,406,465,0.89,1,1,1
73,6,0,32,341,613,0.89,1,1,1
73,7,2008,340,350,164,0.88,1,1,1
73,8,2202,695,198,471,0.83,1,1,1
73,9,1810,1074,436,214,0.77,1,1,1
74,1,614,556,677,347,0.86,1,1,1
74,2,0,563,200,649,0.89,1,1,1
74,4,1542,296,508,384,0.92,1,1,1
74,5,1924,829,407,462,0.88,1,1,1
74,6,0,32,341,614,0.89,1,1,1
74,7,2009,341,349,164,0.88,1,1,1
74,8,2201,695,198,471,0.83,1,1,1
74,9,1809,1072,437,216,0.79,1,1,1
75,1,631,561,666,333,0.81,1,1,1
75,2,0,562,198,650,0.89,1,1,1
75,4,1542,297,508,384,0.92,1,1,1
75,5,1921,829,409,460,0.88,1,1,1
75,6,0,32,341,615,0.89,1,1,1
75,7,2011,341,348,163,0.88,1,1,1
75,8,2201,693,201,480,0.83,1,1,1
75,9,1811,1071,433,215,0.83,1,1,1
76,1,633,562,670,328,0.82,1,1,1
76,2,0,561,197,650,0.89,1,1,1
76,4,1542,297,507,384,0.92,1,1,1
76,5,1919,829,411,459,0.88,1,1,1
76,6,0,32,341,615,0.89,1,1,1
76,7,2011,341,348,163,0.88,1,1,1
76,8,2201,693,202,484,0.83,1,1,1
76,9,1813,1071,429,215,0.83,1,1,1
77,1,650,565,666,320,0.80,1,1,1
77,2,0,563,195,649,0.88,1,1,1
77,4,1542,297,506,384,0.92,1,1,1
77,5,1920,829,406,447,0.87,1,1,1
77,6,0,32,341,616,0.89,1,1,1
77,7,2013,342,346,162,0.88,1,1,1
77,8,2201,692,202,485,0.83,1,1,1
77,9,1812,1071,431,217,0.84,1,1,1
78,1,659,567,666,313,0.82,1,1,1
78,2,0,562,194,648,0.88,1,1,1
78,4,1543,297,505,383,0.92,1,1,1
78,5,1924,829,401,437,0.87,1,1,1
78,6,0,32,342,619,0.89,1,1,1
78,7,2014,343,345,162,0.88,1,1,1
78,8,2202,692,202,485,0.83,1,1,1
78,9,1812,1071,432,219,0.83,1,1,1
79,1,659,561,676,312,0.82,1,1,1
79,2,0,563,194,648,0.88,1,1,1
79,4,1544,298,503,382,0.92,1,1,1
79,5,1925,829,395,425,0.87,1,1,1
79,6,0,32,342,620,0.89,1,1,1
79,7,2014,343,345,162,0.88,1,1,1
79,8,2203,692,201,485,0.83,1,1,1
79,9,1813,1072,428,218,0.82,1,1,1
80,1,653,554,695,316,0.85,1,1,1
80,2,0,562,200,652,0.87,1,1,1
80,4,1545,298,502,381,0.92,1,1,1
80,5,1923,829,395,420,0.87,1,1,1
80,6,0,32,343,623,0.89,1,1,1
80,7,2013,342,346,162,0.88,1,1,1
80,8,2203,692,201,485,0.83,1,1,1
80,9,1815,1071,426,218,0.79,1,1,1
81,1,676,546,714,324,0.84,1,1,1
81,2,0,562,200,650,0.87,1,1,1
81,4,1545,298,502,381,0.92,1,1,1
81,5,1917,828,401,421,0.87,1,1,1
81,6,0,33,342,621,0.89,1,1,1
81,7,2011,342,347,163,0.88,1,1,1
81,8,2203,692,200,485,0.83,1,1,1
81,9,1817,1071,421,217,0.81,1,1,1
82,1,684,543,723,327,0.84,1,1,1
82,2,0,563,200,649,0.87,1,1,1
82,4,1546,298,502,381,0.92,1,1,1
82,5,1913,828,405,421,0.87,1,1,1
82,6,0,33,342,621,0.89,1,1,1
82,7,2010,342,348,163,0.88,1,1,1
82,8,2204,692,200,485,0.83,1,1,1
82,9,1818,1072,419,216,0.81,1,1,1
83,1,669,540,733,329,0.84,1,1,1
83,2,2,566,199,645,0.87,1,1,1
83,4,1545,298,503,381,0.92,1,1,1
83,5,1898,828,417,425,0.88,1,1,1
83,6,0,34,341,618,0.89,1,1,1
83,7,2010,342,348,163,0.88,1,1,1
83,8,2204,692,199,486,0.83,1,1,1
83,9,1820,1072,414,214,0.78,1,1,1
84,1,654,540,737,328,0.86,1,1,1
84,2,5,568,200,643,0.88,1,1,1
84,4,1545,298,503,381,0.92,1,1,1
84,5,1891,829,418,419,0.88,1,1,1
84,6,0,36,339,613,0.89,1,1,1
84,7,2009,342,348,163,0.88,1,1,1
84,8,2204,692,199,485,0.83,1,1,1
84,9,1820,1073,415,215,0.82,1,1,1
84,12,889,551,513,317,0.82,1,1,1
85,1,645,540,746,328,0.86,1,1,1
85,2,7,570,201,639,0.88,1,1,1
85,4,1545,298,502,381,0.92,1,1,1
85,5,1893,829,418,412,0.88,1,1,1
85,6,1,36,338,611,0.89,1,1,1
85,7,2009,341,349,163,0.88,1,1,1
85,8,2204,692,199,485,0.83,1,1,1
85,9,1817,1071,420,219,0.84,1,1,1
85,12,891,551,517,318,0.84,1,1,1
86,2,8,572,202,636,0.88,1,1,1
86,4,1545,300,500,380,0.92,1,1,1
86,5,1890,830,416,402,0.88,1,1,1
86,6,1,37,337,608,0.89,1,1,1
86,7,2005,340,352,165,0.88,1,1,1
86,8,2204,693,198,484,0.83,1,1,1
86,9,1817,1070,421,220,0.84,1,1,1
86,12,877,548,524,321,0.86,1,1,1
87,2,9,578,202,629,0.88,1,1,1
87,4,1545,301,500,380,0.92,1,1,1
87,5,1890,831,414,392,0.88,1,1,1
87,6,1,37,337,607,0.89,1,1,1
87,7,2003,339,355,166,0.88,1,1,1
87,8,2204,693,198,484,0.83,1,1,1
87,9,1819,1071,418,220,0.84,1,1,1
87,1,700,544,739,326,0.85,1,1,1
88,2,9,580,203,626,0.88,1,1,1
88,4,1545,301,500,380,0.92,1,1,1
88,5,1888,831,418,389,0.88,1,1,1
88,6,1,37,336,606,0.89,1,1,1
88,7,2002,338,355,166,0.88,1,1,1
88,8,2204,693,198,484,0.83,1,1,1
88,9,1820,1072,417,220,0.84,1,1,1
88,1,712,545,737,325,0.85,1,1,1
89,2,8,583,203,621,0.88,1,1,1
89,4,1544,302,500,381,0.92,1,1,1
89,5,1885,831,419,382,0.89,1,1,1
89,6,0,37,338,608,0.89,1,1,1
89,7,2000,338,355,166,0.88,1,1,1
89,8,2204,693,198,483,0.83,1,1,1
89,9,1825,1078,406,214,0.84,1,1,1
89,1,681,537,761,335,0.84,1,1,1
90,2,6,588,203,619,0.88,1,1,1
90,4,1544,303,500,381,0.92,1,1,1
90,5,1884,832,421,376,0.89,1,1,1
90,6,3,36,331,595,0.89,1,1,1
90,7,1998,338,356,166,0.88,1,1,1
90,8,2204,694,198,483,0.83,1,1,1
90,9,1830,1085,396,208,0.85,1,1,1
90,1,735,531,768,343,0.85,1,1,1
91,2,5,592,204,620,0.88,1,1,1
91,4,1544,303,500,382,0.92,1,1,1
91,5,1883,831,422,371,0.90,1,1,1
91,6,4,37,329,589,0.89,1,1,1
91,7,1997,338,357,167,0.88,1,1,1
91,8,2203,694,198,483,0.83,1,1,1
91,9,1832,1089,392,205,0.85,1,1,1
91,1,771,526,767,351,0.86,1,1,1
92,2,2,595,205,622,0.88,1,1,1
92,4,1544,303,500,383,0.92,1,1,1
92,5,1879,831,426,368,0.90,1,1,1
92,6,4,37,329,588,0.89,1,1,1
92,7,1996,338,358,167,0.88,1,1,1
92,8,2203,694,198,483,0.82,1,1,1
92,9,1833,1092,389,203,0.86,1,1,1
92,1,712,520,782,356,0.80,1,1,1
92,12,913,520,580,357,0.86,1,1,1
93,2,1,596,206,623,0.88,1,1,1
93,4,1544,303,500,383,0.92,1,1,1
93,5,1875,831,430,365,0.89,1,1,1
93,6,1,37,335,599,0.89,1,1,1
93,7,1995,338,359,167,0.88,1,1,1
93,8,2202,694,198,483,0.83,1,1,1
93,9,1832,1094,390,202,0.86,1,1,1
93,12,904,515,590,363,0.85,1,1,1
94,2,1,596,206,623,0.88,1,1,1
94,4,1544,303,500,384,0.92,1,1,1
94,5,1872,830,436,364,0.89,1,1,1
94,6,0,37,338,603,0.89,1,1,1
94,7,1994,338,359,167,0.88,1,1,1
94,8,2202,694,198,482,0.83,1,1,1
94,9,1832,1094,391,202,0.86,1,1,1
94,12,901,514,593,365,0.85,1,1,1
95,2,1,595,207,624,0.88,1,1,1
95,4,1544,303,500,384,0.92,1,1,1
95,5,1868,830,443,366,0.89,1,1,1
95,6,0,37,338,603,0.89,1,1,1
95,7,1995,338,359,167,0.88,1,1,1
95,8,2203,694,198,482,0.83,1,1,1
95,9,1828,1092,396,204,0.86,1,1,1
95,12,869,518,603,368,0.85,1,1,1
96,2,0,595,207,626,0.88,1,1,1
96,4,1544,303,500,384,0.92,1,1,1
96,5,1871,829,441,360,0.88,1,1,1
96,6,0,37,338,604,0.89,1,1,1
96,7,1999,340,357,166,0.88,1,1,1
96,8,2203,694,196,474,0.83,1,1,1
96,9,1825,1093,399,205,0.88,1,1,1
96,12,857,516,613,372,0.86,1,1,1
97,2,0,594,207,627,0.88,1,1,1
97,4,1545,303,499,384,0.92,1,1,1
97,5,1879,830,426,341,0.88,1,1,1
97,6,0,37,339,606,0.89,1,1,1
97,7,2002,340,355,165,0.88,1,1,1
97,8,2202,693,198,480,0.83,1,1,1
97,9,1821,1092,404,207,0.89,1,1,1
97,12,860,510,623,378,0.87,1,1,1
98,2,0,592,205,629,0.89,1,1,1
98,4,1546,304,497,383,0.92,1,1,1
98,5,1884,831,419,330,0.88,1,1,1
98,6,0,37,340,609,0.89,1,1,1
98,7,2004,341,353,165,0.88,1,1,1
98,8,2202,693,199,482,0.83,1,1,1
98,9,1816,1087,413,213,0.88,1,1,1
98,12,896,500,623,382,0.88,1,1,1
98,1,707,500,832,384,0.81,1,1,1
99,2,0,590,206,632,0.88,1,1,1
99,4,1546,305,497,382,0.92,1,1,1
99,5,1885,827,418,323,0.89,1,1,1
99,6,3,37,332,591,0.89,1,1,1
99,7,2003,341,353,165,0.88,1,1,1
99,8,2200,693,200,482,0.83,1,1,1
99,9,1813,1084,418,216,0.89,1,1,1
99,12,908,490,625,389,0.89,1,1,1
100,2,0,589,206,634,0.88,1,1,1
100,4,1547,305,496,382,0.92,1,1,1
100,5,1883,826,421,320,0.89,1,1,1
100,6,4,37,329,584,0.89,1,1,1
100,7,2003,341,352,165,0.88,1,1,1
100,8,2199,693,200,482,0.83,1,1,1
100,9,1812,1083,420,217,0.89,1,1,1
100,12,914,487,622,391,0.89,1,1,1
101,2,0,585,209,634,0.88,1,1,1
101,4,1548,307,494,380,0.92,1,1,1
101,5,1884,826,417,312,0.89,1,1,1
101,6,6,37,326,577,0.89,1,1,1
101,7,1998,340,353,165,0.87,1,1,1
101,8,2198,693,201,483,0.83,1,1,1
101,9,1809,1080,425,221,0.89,1,1,1
101,12,916,482,620,393,0.90,1,1,1
102,2,10,581,212,632,0.89,1,1,1
102,4,1548,308,493,379,0.92,1,1,1
102,5,1883,825,419,307,0.89,1,1,1
102,6,0,37,338,600,0.89,1,1,1
102,7,1990,339,359,167,0.86,1,1,1
102,8,2194,692,203,486,0.84,1,1,1
102,9,1805,1076,432,226,0.89,1,1,1
102,12,911,470,631,403,0.90,1,1,1
103,2,15,580,214,628,0.89,1,1,1
103,4,1549,308,493,379,0.92,1,1,1
103,5,1882,826,420,302,0.89,1,1,1
103,6,0,38,341,607,0.89,1,1,1
103,7,1977,337,366,170,0.86,1,1,1
103,8,2188,691,206,488,0.85,1,1,1
103,9,1804,1074,434,229,0.90,1,1,1
103,1,711,456,870,411,0.88,1,1,1
104,2,17,583,217,624,0.89,1,1,1
104,4,1550,309,493,378,0.92,1,1,1
104,5,1884,827,417,295,0.89,1,1,1
104,6,0,38,341,610,0.89,1,1,1
104,7,1966,337,369,169,0.86,1,1,1
104,8,2184,691,209,489,0.85,1,1,1
104,9,1802,1070,438,233,0.90,1,1,1
104,1,700,446,873,418,0.89,1,1,1
105,2,17,582,220,623,0.90,1,1,1
105,4,1551,310,492,377,0.92,1,1,1
105,5,1885,828,414,287,0.89,1,1,1
105,6,0,39,341,611,0.89,1,1,1
105,7,1947,336,378,170,0.85,1,1,1
105,8,2179,691,211,489,0.86,1,1,1
105,9,1801,1067,442,238,0.92,1,1,1
105,1,699,436,876,425,0.89,1,1,1
106,2,16,582,223,623,0.90,1,1,1
106,4,1552,310,492,376,0.92,1,1,1
106,5,1883,829,418,284,0.89,1,1,1
106,6,0,39,341,612,0.89,1,1,1
106,7,1937,336,385,170,0.85,1,1,1
106,8,2177,691,214,489,0.86,1,1,1
106,9,1801,1066,442,240,0.92,1,1,1
106,1,700,432,873,428,0.89,1,1,1
107,2,15,581,228,628,0.89,1,1,1
107,4,1552,311,491,375,0.92,1,1,1
107,5,1883,830,419,279,0.89,1,1,1
107,6,0,39,341,611,0.89,1,1,1
107,7,1919,334,397,172,0.86,1,1,1
107,8,2175,692,216,489,0.86,1,1,1
107,9,1800,1063,441,241,0.91,1,1,1
107,1,696,424,880,436,0.89,1,1,1
108,2,13,579,233,635,0.89,1,1,1
108,4,1552,311,492,375,0.92,1,1,1
108,5,1883,830,419,274,0.90,1,1,1
108,6,0,41,341,609,0.88,1,1,1
108,7,1905,332,410,174,0.87,1,1,1
108,8,2173,692,218,488,0.85,1,1,1
108,9,1799,1061,442,244,0.91,1,1,1
108,1,693,413,886,445,0.89,1,1,1
109,2,13,576,237,638,0.89,1,1,1
109,4,1552,312,491,374,0.92,1,1,1
109,5,1883,830,421,270,0.90,1,1,1
109,6,3,41,331,588,0.89,1,1,1
109,7,1895,330,420,175,0.87,1,1,1
109,8,2169,694,220,486,0.85,1,1,1
109,9,1800,1060,441,245,0.90,1,1,1
109,1,691,404,897,457,0.88,1,1,1
110,2,12,573,241,641,0.90,1,1,1
110,4,1552,314,490,372,0.92,1,1,1
110,5,1884,832,418,262,0.91,1,1,1
110,6,5,42,327,580,0.88,1,1,1
110,7,1890,330,428,176,0.88,1,1,1
110,8,2164,694,222,486,0.85,1,1,1
110,9,1801,1059,439,246,0.90,1,1,1
110,1,695,397,895,462,0.88,1,1,1
111,2,10,572,244,645,0.90,1,1,1
111,4,1552,314,489,371,0.92,1,1,1
111,5,1879,832,427,263,0.90,1,1,1
111,6,0,44,331,591,0.88,1,1,1
111,7,1886,329,434,176,0.88,1,1,1
111,8,2160,694,226,486,0.86,1,1,1
111,9,1804,1059,435,245,0.90,1,1,1
111,1,698,391,884,463,0.89,1,1,1
112,2,9,572,247,646,0.90,1,1,1
112,4,1552,315,489,371,0.92,1,1,1
112,5,1874,832,435,263,0.90,1,1,1
112,6,0,44,331,594,0.88,1,1,1
112,7,1883,329,440,176,0.88,1,1,1
112,8,2157,694,229,486,0.85,1,1,1
112,9,1805,1059,431,245,0.90,1,1,1
112,1,702,389,872,463,0.89,1,1,1
113,2,8,571,250,649,0.90,1,1,1
113,4,1552,315,489,371,0.92,1,1,1
113,5,1869,832,444,265,0.90,1,1,1
113,6,0,46,321,589,0.88,1,1,1
113,7,1884,328,447,178,0.88,1,1,1
113,8,2155,694,231,486,0.85,1,1,1
113,9,1806,1058,429,245,0.90,1,1,1
113,1,707,382,867,466,0.90,1,1,1
114,2,7,573,251,649,0.89,1,1,1
114,4,1553,315,490,370,0.92,1,1,1
114,5,1866,831,446,263,0.90,1,1,1
114,6,0,50,310,588,0.88,1,1,1
114,7,1879,327,452,179,0.88,1,1,1
114,8,2153,694,234,485,0.85,1,1,1
114,9,1808,1059,427,245,0.90,1,1,1
114,1,707,372,869,474,0.91,1,1,1
115,2,7,571,251,645,0.89,1,1,1
115,4,1552,315,491,371,0.92,1,1,1
115,5,1862,831,448,260,0.90,1,1,1
115,6,0,53,301,589,0.88,1,1,1
115,7,1876,327,457,179,0.89,1,1,1
115,8,2150,694,237,486,0.85,1,1,1
115,9,1808,1058,427,246,0.90,1,1,1
115,1,709,363,871,483,0.90,1,1,1
116,2,7,571,252,643,0.89,1,1,1
116,4,1552,315,492,371,0.92,1,1,1
116,5,1860,832,447,255,0.90,1,1,1
116,6,0,54,296,588,0.88,1,1,1
116,7,1874,327,460,179,0.89,1,1,1
116,8,2149,694,239,486,0.85,1,1,1
116,9,1808,1057,427,247,0.90,1,1,1
116,1,712,354,875,494,0.90,1,1,1
117,2,5,571,253,644,0.89,1,1,1
117,4,1550,314,493,372,0.92,1,1,1
117,5,1858,833,447,250,0.90,1,1,1
117,6,0,55,296,594,0.88,1,1,1
117,7,1872,327,462,179,0.89,1,1,1
117,8,2152,695,238,478,0.85,1,1,1
117,9,1809,1057,424,246,0.90,1,1,1
117,1,712,345,885,508,0.90,1,1,1
118,2,4,571,254,645,0.89,1,1,1
118,4,1551,314,492,372,0.92,1,1,1
118,5,1855,833,451,249,0.90,1,1,1
118,6,0,55,295,597,0.87,1,1,1
118,7,1870,327,464,179,0.89,1,1,1
118,8,2153,695,238,475,0.85,1,1,1
118,9,1810,1057,422,246,0.90,1,1,1
118,1,715,342,880,514,0.90,1,1,1
119,2,3,572,255,645,0.89,1,1,1
119,4,1549,312,495,374,0.92,1,1,1
119,5,1852,833,456,248,0.89,1,1,1
119,6,0,56,293,596,0.88,1,1,1
119,7,1869,327,467,179,0.89,1,1,1
119,8,2152,695,240,474,0.86,1,1,1
119,9,1811,1057,420,246,0.90,1,1,1
119,1,720,338,875,519,0.90,1,1,1
120,2,3,573,257,647,0.89,1,1,1
120,4,1548,311,497,376,0.92,1,1,1
120,5,1849,832,459,247,0.89,1,1,1
120,6,0,56,291,594,0.88,1,1,1
120,7,1869,327,468,179,0.88,1,1,1
